entity1_canonical_text,entity1_type,pred_label,entity2_canonical_text,entity2_type,relation_group,relation_count,max_pred_score,mean_pred_score,pmids,unique_pmid_count,same_sentence_count,has_validated_pesticide,has_unvalidated_chemical,example_title
dimethoate,ChemicalEntity,Association,Bacillus thuringiensis MB497,OrganismTaxon,General association,1,7.3541617,7.354,32642578,1,1,True,False,"Isolation and characterization of organophosphorus phosphatases from Bacillus thuringiensis MB497 capable of degrading Chlorpyrifos, Triazophos and Dimethoate."
2-methyl-6-ethylphenyl-1'-methyl-2'-methoxyethylimine,ChemicalEntity,Association,3,ChemicalEntity,General association,1,7.3539886,7.354,14695572,1,1,False,True,Chiral iridium [corrected] xyliphos complexes for the catalytic imine hydrogenation leading to the metolachlor herbicide: isolation of catalyst-substrate adducts.
dimethoate,ChemicalEntity,Association,organophosphate,ChemicalEntity,General association,2,7.3539124,7.354,36916048,1,2,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
diethion,ChemicalEntity,Association,omethoate,ChemicalEntity,General association,1,7.3539124,7.354,36916048,1,1,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
diethion,ChemicalEntity,Association,prothiofos,ChemicalEntity,General association,1,7.3539124,7.354,36916048,1,1,True,False,"Assessment of organophosphate pesticide residues in environmental media of Araromi farm settlement, Osun State, Nigeria."
"(1S,3R,4R,5S)-1,3,4-trihydroxy-5-(phosphonomethyl)cyclohexane-1-carboxylic acid",ChemicalEntity,Negative_Correlation,housefly,OrganismTaxon,Negative effect,1,7.3523746,7.352,27988393,1,1,False,False,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
Anticholinesterase insecticides,ChemicalEntity,Negative_Correlation,AChE,GeneOrGeneProduct,Negative effect,1,7.3523746,7.352,27988393,1,1,False,True,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
CRB,GeneOrGeneProduct,Negative_Correlation,Musca domestica,OrganismTaxon,Negative effect,1,7.3523746,7.352,27988393,1,1,False,False,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
dodecyl 3-(3-dodecoxy-3-oxopropyl)sulfanylpropanoate,ChemicalEntity,Negative_Correlation,CRB,GeneOrGeneProduct,Negative effect,1,7.3523746,7.352,27988393,1,1,False,False,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
organophosphorous (,ChemicalEntity,Negative_Correlation,"trans-[(S)-cyano-(3-phenoxyphenyl)methyl] (1R,3R)-3-(2,2-dibromoethenyl)-2,2-dimethylcyclopropane-1-carboxylate",ChemicalEntity,Negative effect,1,7.3523746,7.352,27988393,1,1,False,True,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
organophosphorus,ChemicalEntity,Negative_Correlation,MCP,GeneOrGeneProduct,Negative effect,1,7.3523746,7.352,27988393,1,0,False,True,Binary combinations of organophosphorus and synthetic pyrethroids are more potent acetylcholinesterase inhibitors than organophosphorus and carbamate mixtures: An in vitro assessment.
"(2S)-10-[[5-chloro-2-[(3R,5S)-3-hydroxy-5-methylpiperidin-1-yl]pyrimidin-4-yl]amino]-2-cyclopropyl-3,3-difluoro-7-methyl-4,5a-dihydro-2H-[1,4]oxazepino[2,3-c]quinolin-6-one",ChemicalEntity,Negative_Correlation,B. juncea,OrganismTaxon,Negative effect,2,7.351786,6.608,36464116,1,2,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
"magnesium methyl (3R,22S)-16-ethenyl-11-ethyl-4-hydroxy-12,17,21,26-tetramethyl-22-[3-oxo-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-23,25-diazonia-7,24-diazanidahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1(23),2(6),4,8(26),9,11,13(25),14,16,18,20-undecaene-3-carboxylate",ChemicalEntity,Negative_Correlation,"4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-(4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl)-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol",ChemicalEntity,Negative effect,1,7.351786,7.352,36464116,1,1,False,False,Interactive effect of 24-epibrassinolide and plant growth promoting rhizobacteria inoculation restores photosynthetic attributes in Brassica juncea L. under chlorpyrifos toxicity.
neurotoxic,DiseaseOrPhenotypicFeature,Association,GST,GeneOrGeneProduct,General association,1,7.35141,7.351,39356435,1,1,False,False,"Lysosomal disruption, mitochondrial impairment, histopathological and oxidative stress in rat's nervous system after exposure to a neonicotinoid (imidacloprid)."
3-[(2S)-1-methylpyrrolidin-2-yl]pyridine,ChemicalEntity,Negative_Correlation,1-cyclopropyl-6-fluoro-4-oxo-7-piperazin-1-ylquinoline-3-carboxylic acid,ChemicalEntity,Negative effect,1,7.3499312,7.35,19682500,1,0,False,False,Reversal of chlorpyrifos neurobehavioral teratogenicity in mice by nicotine administration and neural stem cell transplantation.
chlordecone,ChemicalEntity,Negative_Correlation,mice,OrganismTaxon,Negative effect,1,7.3499312,7.35,19666090,1,1,True,False,Chlordecone increased subcellular distribution of scavenger receptor class B type II to murine hepatic microsomes without altering cytosolic cholesterol binding proteins.
3-chloro-7-diethoxyphosphinothioyloxy-4-methylchromen-2-one,ChemicalEntity,Negative_Correlation,cholinesterase,GeneOrGeneProduct,Negative effect,1,7.3498406,7.35,10794385,1,1,False,False,A consideration of age-dependent differences in susceptibility to organophosphorus and pyrethroid insecticides.
Hepato- and nephrotoxicity,DiseaseOrPhenotypicFeature,Association,wheat,OrganismTaxon,General association,1,7.3497357,7.35,26081270,1,1,False,False,Hepato- and nephrotoxicity in male albino rats exposed to malathion and spinosad in stored wheat grains.
PPARγ,GeneOrGeneProduct,Association,SIRT1,GeneOrGeneProduct,General association,1,7.3494415,7.349,38815349,1,1,False,False,"Fluoxetine attenuates chlorpyrifos-induced neuronal injury through the PPARγ, SIRT1, NF-κB, and JAK1/STAT3 signals."
cyprodinil,ChemicalEntity,Association,fungicides,ChemicalEntity,General association,1,7.3491526,7.349,31596693,1,1,True,True,Emergence of Stemphylium Leaf Blight of Onion in New York Associated With Fungicide Resistance.
carbophos,ChemicalEntity,Negative_Correlation,C. quinquefasciatus,OrganismTaxon,Negative effect,1,7.348447,7.348,8714144,1,1,True,False,Development of malathion resistance in Culex quinquefasciatus Say (Diptera: Culicidae).
GBH,ChemicalEntity,Positive_Correlation,DZ,ChemicalEntity,Positive effect,1,7.3483243,7.348,35154181,1,1,False,True,A Glyphosate-Based Herbicide in Soil Differentially Affects Hormonal Homeostasis and Performance of Non-target Crop Plants.
Acm+alpha-cyp,ChemicalEntity,Positive_Correlation,MN,DiseaseOrPhenotypicFeature,Positive effect,1,7.3481727,7.348,19319990,1,1,False,True,"Genotoxic effects of a particular mixture of acetamiprid and alpha-cypermethrin on chromosome aberration, sister chromatid exchange, and micronucleus formation in human peripheral blood lymphocytes."
flubendiamide,ChemicalEntity,Negative_Correlation,jute hairy caterpillar,OrganismTaxon,Negative effect,1,7.347466,7.347,26688981,1,1,True,False,"Toxicity and bioefficacy of individual and combination of diversified insecticides against jute hairy caterpillar, Spilarctia obliqua."
flubendiamide,ChemicalEntity,Negative_Correlation,λ-cyhalothrin,ChemicalEntity,Negative effect,1,7.347466,7.347,26688981,1,1,True,True,"Toxicity and bioefficacy of individual and combination of diversified insecticides against jute hairy caterpillar, Spilarctia obliqua."
β-cyclodextrin,ChemicalEntity,Association,thiacloprid,ChemicalEntity,General association,2,7.346839,6.955,38986308,1,2,True,True,ZIF-8-wrapped AgNPs modified with β-cyclodextrin for sensitive detection of thiacloprid and imidacloprid by SERS technology.
glutathione S-transferases,GeneOrGeneProduct,Association,Grapholita molesta,OrganismTaxon,General association,1,7.346839,7.347,38950739,1,1,False,False,Heterologous expression and characterization of two delta glutathione S-transferases genes involved in imidacloprid metabolism in Grapholita molesta.
imidacloprid,ChemicalEntity,Association,A. mellifera,OrganismTaxon,General association,1,7.346839,7.347,38980489,1,1,True,False,Changes in the proteome of Apis mellifera acutely exposed to sublethal dosage of glyphosate and imidacloprid.
imidacloprid,ChemicalEntity,Association,zinc bis(2-methylimidazol-3-ide),ChemicalEntity,General association,1,7.346839,7.347,38986308,1,1,True,False,ZIF-8-wrapped AgNPs modified with β-cyclodextrin for sensitive detection of thiacloprid and imidacloprid by SERS technology.
thiacloprid,ChemicalEntity,Association,zinc bis(2-methylimidazol-3-ide),ChemicalEntity,General association,1,7.346839,7.347,38986308,1,0,True,False,ZIF-8-wrapped AgNPs modified with β-cyclodextrin for sensitive detection of thiacloprid and imidacloprid by SERS technology.
PCBs,ChemicalEntity,Association,skuas,OrganismTaxon,General association,1,7.3467937,7.347,16683630,1,1,False,True,Organochlorines in antarctic and arctic avian top predators: a comparison between the South Polar Skua and two species of northern hemisphere gulls.
"1,3,8-trihydroxyanthracene-9,10-dione",ChemicalEntity,Association,Grape Diseases,DiseaseOrPhenotypicFeature,General association,1,7.346291,7.346,30708752,1,1,False,False,First Report of QoI-Resistant Downy Mildew (Plasmopara viticola) of Grape (Vitis vinifera cv. Vidal Blanc) in Kentucky.
abamectin,ChemicalEntity,Negative_Correlation,Z. cucurbitae,OrganismTaxon,Negative effect,1,7.3458276,7.346,36563807,1,1,True,False,Genome-wide screening and expression of glutathione S-transferase genes reveal that GSTe4 contributes to sensitivity against β-cypermethrin in Zeugodacus cucurbitae.
naphthalen-2-ol,ChemicalEntity,Association,carbaril,ChemicalEntity,General association,1,7.3454676,7.345,16721410,1,1,True,False,Utility of urinary 1-naphthol and 2-naphthol levels to assess environmental carbaryl and naphthalene exposure in an epidemiology study.
mefenoxam,ChemicalEntity,Negative_Correlation,pear,OrganismTaxon,Negative effect,1,7.3451524,7.345,30764445,1,1,True,False,Identification of Phytophthora cryptogea as the Cause of Rapid Decline of Petunia (Petunia × hybrida) in Chile.
LC20,ChemicalEntity,Positive_Correlation,Honeydew,OrganismTaxon,Positive effect,1,7.3444376,7.344,21735901,1,1,False,True,Sublethal effects of imidacloprid on Bemisia tabaci (Hemiptera: Aleyrodidae) under laboratory conditions.
atrazine,ChemicalEntity,Positive_Correlation,humans,OrganismTaxon,Positive effect,1,7.3443327,7.344,23128641,1,1,True,False,Impact of some herbicides on the biomass activity in biological treatment plants and biodegradability enhancement by a photo-Fenton process.
cyprodinil,ChemicalEntity,Association,iprodione,ChemicalEntity,General association,1,7.344162,7.344,31596693,1,1,True,False,Emergence of Stemphylium Leaf Blight of Onion in New York Associated With Fungicide Resistance.
pirimiphos-methyl,ChemicalEntity,Association,An. gambiae (s.l.,OrganismTaxon,General association,2,7.343932,7.196,28835269,1,2,True,False,"Insecticide resistance status of three malaria vectors, Anopheles gambiae (s.l.), An. funestus and An. mascarensis, from the south, central and east coasts of Madagascar."
penconazole,ChemicalEntity,Negative_Correlation,Monilinia spp.,OrganismTaxon,Negative effect,2,7.3438725,6.571,27141740,1,2,True,False,INCIDENCE AND SEVERITY OF LEAF AND FRUIT DISEASES OF PLUMS IN LATVIA.
carbophos,ChemicalEntity,Negative_Correlation,D. suzukii,OrganismTaxon,Negative effect,1,7.342959,7.343,21919187,1,1,True,False,Developing Drosophila suzukii management programs for sweet cherry in the western United States.
"1-hydroxypyrrolidine-2,5-dione",ChemicalEntity,Positive_Correlation,AChE,GeneOrGeneProduct,Positive effect,1,7.3429313,7.343,18468882,1,1,False,False,Development of a bifunctional sensor using haptenized acetylcholinesterase and application for the detection of cocaine and organophosphates.
S-metolachlor,ChemicalEntity,Positive_Correlation,S-metolachlor,ChemicalEntity,Positive effect,1,7.3429313,7.343,18473109,1,1,True,False,Dissipation and residue of S-metolachlor in maize and soil.
imidacloprid,ChemicalEntity,Association,Asian citrus psyllid,OrganismTaxon,General association,1,7.34273,7.343,31676883,1,1,True,False,Identification of candidate ATP-binding cassette transporter gene family members in Diaphorina citri (Hemiptera: Psyllidae) via adult tissues transcriptome analysis.
acaricide,ChemicalEntity,Association,acaricide,ChemicalEntity,General association,2,7.342429,7.111,28388639,1,2,True,False,"The current status of resistance to alpha-cypermethrin, ivermectin, and amitraz of the cattle tick (Rhipicephalus microplus) in Ecuador."
glyphosate,ChemicalEntity,Association,O(2),ChemicalEntity,General association,1,7.341838,7.342,16665703,1,1,True,True,Glyphosate effects on carbon assimilation and gas exchange in sugar beet leaves.
ZcGSTe4,GeneOrGeneProduct,Association,melon fly,OrganismTaxon,General association,2,7.341426,6.327,36563807,1,2,False,False,Genome-wide screening and expression of glutathione S-transferase genes reveal that GSTe4 contributes to sensitivity against β-cypermethrin in Zeugodacus cucurbitae.
Cry1Ac,GeneOrGeneProduct,Positive_Correlation,S. cosmioides,OrganismTaxon,Positive effect,1,7.341386,7.341,32520447,1,1,False,False,"Survival and development of Spodoptera eridania, Spodoptera cosmioides and Spodoptera albula (Lepidoptera: Noctuidae) on genetically-modified soybean expressing Cry1Ac and Cry1F proteins."
HO-1,GeneOrGeneProduct,Positive_Correlation,NF-κB p65,GeneOrGeneProduct,Positive effect,1,7.341167,7.341,36521549,1,1,False,False,"Rosmarinic acid mitigates chlorpyrifos-induced oxidative stress, inflammation, and kidney injury in rats by modulating SIRT1 and Nrf2/HO-1 signaling."
GA 21,ChemicalEntity,Association,2-(phosphonomethylamino)acetic acid,ChemicalEntity,General association,1,7.341144,7.341,11517686,1,1,False,True,[Medical and biological assessment of genetically modified corn line MON 810 resistant to European corn borer and line GA 21 resistant to glyphosate: a chemical study].
1-bis(butylsulfanyl)phosphorylsulfanylbutane,ChemicalEntity,Association,carbamate,ChemicalEntity,General association,1,7.341085,7.341,28835269,1,1,True,False,"Insecticide resistance status of three malaria vectors, Anopheles gambiae (s.l.), An. funestus and An. mascarensis, from the south, central and east coasts of Madagascar."
(14)C-sodium acetate,ChemicalEntity,Association,chlordecone,ChemicalEntity,General association,1,7.3410606,7.341,26025175,1,1,True,True,"Evaluation of the ecotoxicological impact of the organochlorine chlordecone on soil microbial community structure, abundance, and function."
"2-[(1R,2R,4S,5S)-5-[4-(diaminomethylideneamino)anilino]-2,4-bis[4-(diaminomethylideneamino)phenoxy]cyclohexyl]guanidine",ChemicalEntity,Association,carbaril,ChemicalEntity,General association,2,7.340999,6.631,16357596 | 16721410,2,2,True,False,Exposure to nonpersistent insecticides and male reproductive hormones.
fludioxonil,ChemicalEntity,Association,dimetachlone,ChemicalEntity,General association,2,7.3406787,6.511,33044139,1,2,True,False,Exploring the Biological and Molecular Characteristics of Resistance to Fludioxonil in Sclerotinia sclerotiorum From Soybean in China.
imidacloprid,ChemicalEntity,Negative_Correlation,Phaseolus vuglaris,OrganismTaxon,Negative effect,1,7.3399568,7.34,23479887,1,1,True,False,"[Resistance risk and resistance stability of Frankliniella occidentalis to imidacloprid, emamectin benzoate, and phoxim]."
heavy metal,ChemicalEntity,Association,L. monocytogenes,OrganismTaxon,General association,1,7.3399153,7.34,22904051,1,1,False,True,Coselection of cadmium and benzalkonium chloride resistance in conjugative transfers from nonpathogenic Listeria spp. to other Listeriae.
